,word,type,cefr,phon_br,phon_n_am,translation,definition,example
4575,same,adjective,a1,/se?m/,/se?m/,相同的（指代已提到的那一个或那些，没有任何不同的）,exactly the one or ones referred to or mentioned; not different,We have lived in the same house for twenty years.
4576,same,adverb,a1,/se?m/,/se?m/,同样地（以相同的方式）,in the same way,We treat boys exactly the same as girls.
4577,same,pronoun,a1,/se?m/,/se?m/,同样的事物（同样的东西或事情）,the same thing or things,I would do the same again.
4578,sample,noun,b1,/?sɑ?mpl/,/?s?mpl/,样本，样品（从大群体中提取用于测试以提供信息的少量人或物）,a number of people or things taken from a larger group and used in tests to provide information about the group,The interviews were given to a random sample of students.
4579,sample,verb,b2,/?sɑ?mpl/,/?s?mpl/,品尝，体验（尝试少量的食物；或短时间体验某事以了解其样子）,to try a small amount of a particular food to see what it is like; to experience something for a short time to see what it is like,I sampled the delights of Greek cooking for the first time.
4580,sanction,noun,c1,/?s??k?n/,/?s??k?n/,制裁（为了促使某国遵守国际法而对其贸易、接触等进行的官方限制）,"an official order that limits trade, contact, etc. with a particular country, in order to make it do something, such as obeying international law",Trade sanctions were imposed against any country that refused to sign the agreement.
4581,sand,noun,b1,/s?nd/,/s?nd/,沙，沙子（由极细小的岩石颗粒组成的物质，见于海滩、沙漠等）,"a substance that consists of very small fine grains of rock. Sand is found on beaches, in deserts, etc.",a grain of sand
4582,sandwich,noun,a1,/?s?nw?t?/,/?s?nw?t?/,三明治（两片面包，中间夹有肉、奶酪等，常抹有黄油）,"two slices of bread, often spread with butter, with a layer of meat, cheese, etc. between them",a ham/tuna/egg sandwich
4583,satellite,noun,b2,/?s?t?la?t/,/?s?t?la?t/,卫星（被送入太空绕行星运动的电子设备，用于通信或搜集信息）,"an electronic device that is sent into space and moves around the earth or another planet. It is used for communicating by radio, television, etc. and for gathering information.",a weather/communications/spy satellite 
4584,satisfaction,noun,b2,/?s?t?s?f?k?n/,/?s?t?s?f?k?n/,满意（实现目标或想要的事发生后的良好感觉；给人此感觉的事物）,the good feeling that you have when you have achieved something or when something that you wanted to happen does happen; something that gives you this feeling,to gain/get/derive satisfaction from something
4585,satisfied,adjective,b2,/?s?t?sfa?d/,/?s?t?sfa?d/,满意的（因实现目标或想要的事发生而感到高兴的）,pleased because you have achieved something or because something that you wanted to happen has happened,a satisfied customer
4586,satisfy,verb,b2,/?s?t?sfa?/,/?s?t?sfa?/,使满意（通过做或给某人想要的东西使其高兴）,to make somebody pleased by doing or giving them what they want,Nothing satisfies him—he's always complaining.
4587,Saturday,noun,a1,/?s?t?de?/,/?s?t?rde?/,星期六（周五之后、周日之前的一天）,the day of the week after Friday and before Sunday,"It's Saturday today, isn't it?"
4588,sauce,noun,a2,/s??s/,/s??s/,酱汁，调味汁（配餐食用以增加风味的浓稠液体）,a thick liquid that is eaten with food to add taste to it,tomato/cranberry/chilli sauce
4589,save,verb,a2,/se?v/,/se?v/,拯救，节省（使某人/某物免于死亡、伤害、损失；或节省金钱、时间）,"to keep somebody/something safe from death, harm, loss, etc.","save somebody/something, to save somebody’s life"
4590,saving,noun,b2,/?se?v??/,/?se?v??/,节省（不需要使用或花费的量，如时间或金钱）,an amount of something such as time or money that you do not need to use or spend,"saving of something, Buy three and make a saving of 55p."
4591,say,noun,c1,/se?/,/se?/,发言权（在决策前通过给出意见来产生影响的权利）,the right to influence something by giving your opinion before a decision is made,"say (in something), We had no say in the decision to sell the company."
4592,say,verb,a1,/se?/,/se?/,说（用言语表达或告知）,"to speak or tell somebody something, using words","+ speech, ‘Hello!’ she said."
4593,scale,noun,b2,/ske?l/,/ske?l/,规模（某事的大小或程度，尤指与他物相比时）,"the size or extent of something, especially when compared with something else","on a … scale, They entertain on a large scale (= they hold expensive parties with a lot of guests)."
4594,scan,verb,b1,/sk?n/,/sk?n/,扫描，浏览（快速但非非常仔细地查看文档等）,"to look quickly but not very carefully at a document, etc.","scan something for something, I scanned the list quickly for my name."
4595,scandal,noun,b2,/?sk?ndl/,/?sk?ndl/,丑闻（人们认为在道德或法律上错误并引起公愤的行为或事件）,behaviour or an event that people think is morally or legally wrong and causes public feelings of shock or anger,a series of sex scandals
4596,scare,noun,b2,/ske?(r)/,/sker/,惊恐（许多人对某事感到焦虑或恐惧的情况）,a situation in which a lot of people are anxious or frightened about something,a health scare
4597,scare,verb,b2,/ske?(r)/,/sker/,惊吓（惊吓某人）,to frighten somebody,"scare somebody, You scared me."
4598,scared,adjective,a2,/ske?d/,/skerd/,受惊的（害怕某事或担心坏事可能发生）,frightened of something or afraid that something bad might happen,The thieves got scared and ran away.
4599,scary,adjective,a2,/?ske?ri/,/?skeri/,吓人的（令人恐惧的）,frightening,It was a really scary moment.
4600,scattered,adjective,c1,/?sk?t?d/,/?sk?t?rd/,分散的（在大面积区域或长时期内散布得很开的）,spread far apart over a wide area or over a long period of time,a few scattered settlements
4601,scenario,noun,b2,/s??nɑ?ri??/,/s??n?ri??/,方案，设想（对未来可能发生情况的描述）,a description of how things might happen in the future,Let me suggest a possible scenario.
4602,scene,noun,a2,/si?n/,/si?n/,现场（事情发生的地方，尤指不快之事发生地）,"the place where something happens, especially something unpleasant",the scene of the accident/crime/crash
4603,sceptical,adjective,c1,/?skept?kl/,/?skept?kl/,怀疑的（对主张或陈述的真实性或某事是否发生持有怀疑的）,having doubts that a claim or statement is true or that something will happen,She looked highly sceptical.
4604,schedule,noun,a2,/??edju?l/,/?sked?u?l/,时间表，进度表（列出所有要做的工作及其时间的计划）,a plan that lists all the work that you have to do and when you must do each thing,I have a hectic schedule for the next few days.
4605,schedule,verb,b2,/??edju?l/,/?sked?u?l/,安排（安排某事在特定时间发生）,to arrange for something to happen at a particular time,"schedule something for something, The meeting is scheduled for Friday afternoon."
4606,scheme,noun,b2,/ski?m/,/ski?m/,计划，方案（做某事或组织某事的计划或系统）,a plan or system for doing or organizing something,a training scheme
4607,scholar,noun,b2,/?sk?l?(r)/,/?skɑ?l?r/,学者（因详细研究而对特定学科了解很多的人）,a person who knows a lot about a particular subject because they have studied it in detail,a classical scholar
4608,scholarship,noun,b2,/?sk?l???p/,/?skɑ?l?r??p/,奖学金（组织给予某人以资助其教育的款项）,an amount of money given to somebody by an organization to help pay for their education,She won a scholarship to study at Stanford.
4609,school,noun,a1,/sku?l/,/sku?l/,学校（儿童接受教育的地方）,a place where children go to be educated,My brother and I went to the same school.
4610,science,noun,a1,/?sa??ns/,/?sa??ns/,科学（基于可证明事实——如通过实验——对自然和物理世界的结构和行为的认识）,"knowledge about the structure and behaviour of the natural and physical world, based on facts that you can prove, for example by experiments",new developments in science and technology
4611,scientific,adjective,b1,/?sa??n?t?f?k/,/?sa??n?t?f?k/,科学的（涉及科学的；与科学相关的）,involving science; connected with science,a scientific discovery/theory/fact
4612,scientist,noun,a1,/?sa??nt?st/,/?sa??nt?st/,科学家（研究一门或多门自然科学——如物理、化学、生物——的人）,"a person who studies one or more of the natural sciences (= for example, physics, chemistry or biology)",a research scientist
4613,scope,noun,c1,/sk??p/,/sk??p/,范围，余地（做或实现某事的机会或能力）,the opportunity or ability to do or achieve something,"scope for something, There's still plenty of scope for improvement."
4614,score,noun,a2,/sk??(r)/,/sk??r/,分数，得分（比赛中选手或团队得到的分数、进球数等）,"the number of points, goals, etc. scored by each player or team in a game or competition",a high/low score
4615,score,verb,a2,/sk??(r)/,/sk??r/,得分（在比赛或竞赛中赢得点数、进球等）,"to win points, goals, etc. in a game or competition",Fraser scored again in the second half.
4616,scratch,noun,b2,/skr?t?/,/skr?t?/,划痕，抓痕（抓挠皮肤或物体表面留下的痕迹、切口或伤口）,"a mark, a cut or an injury made by scratching somebody’s skin or the surface of something",Her hands were covered in scratches from the brambles.
4617,scratch,verb,b2,/skr?t?/,/skr?t?/,抓挠（用指甲揉搓皮肤，通常是因为发痒）,"to rub your skin with your nails, usually because it is itching","scratch something, John yawned and scratched his chin."
4618,scream,noun,b2,/skri?m/,/skri?m/,尖叫（因受伤、惊吓、兴奋等发出的响亮高音叫喊）,"a loud high shout made by somebody who is hurt, frightened, excited, etc.; a loud high noise","scream of something, She let out a scream of pain."
4619,scream,verb,b2,/skri?m/,/skri?m/,尖叫（发出响亮的高音叫喊，因为受伤、害怕等）,"to give a loud, high shout, because you are hurt, frightened, excited, etc.",There was a bang and I heard someone scream.
4620,screen,noun,a2,/skri?n/,/skri?n/,屏幕（电视、电脑等电子设备前部显示图像或信息的平整表面）,"the flat surface at the front of a television, computer, or other electronic device, on which you see pictures or information",a computer screen
4621,screen,verb,b2,/skri?n/,/skri?n/,放映（在影院或电视上播放电影等）,"to show a film, etc. in a cinema or on television",a list of films to be screened as part of the festival
4622,screening,noun,b2,/?skri?n??/,/?skri?n??/,放映，筛查（放映电影或电视节目的行为）,the act of showing a film or television programme,This will be the movie's first screening in this country.
4623,screw,noun,c1,/skru?/,/skru?/,螺钉（带螺旋纹的钉状金属片，通过旋转旋入物体以起到固定作用）,"a thin pointed piece of metal like a nail with a raised spiral line (called a thread) along it and a line or cross cut into its head. Screws are turned and pressed into wood, metal, etc. with a screwdriver in order to fasten two things together.",One of the screws is loose.
4624,screw,verb,c1,/skru?/,/skru?/,拧紧（用螺钉将一物固定到另一物上或使之变紧）,to fasten one thing to another or make something tight with a screw or screws,The bookcase is screwed to the wall.
4625,script,noun,b1,/skr?pt/,/skr?pt/,剧本，脚本（戏剧、电影、广播等的书面文本）,"a written text of a play, film, broadcast, talk, etc.",That line isn't in the original script.
4626,scrutiny,noun,c1,/?skru?t?ni/,/?skru?t?ni/,审查，细看（仔细且全面的检查）,careful and complete examination,Her argument doesn't really stand up to scrutiny.
4627,sculpture,noun,b1,/?sk?lpt??(r)/,/?sk?lpt??r/,雕塑（通过雕刻或塑造木、石、粘土等制成的立体艺术品）,"a work of art that is a solid figure or object made by carving or shaping wood, stone, clay, metal, etc.",a marble sculpture of Venus
4628,sea,noun,a1,/si?/,/si?/,海，海洋（覆盖地球大部分表面并包围大陆岛屿的咸水）,the salt water that covers most of the earth’s surface and surrounds its continents and islands,The waste was dumped in the sea.
4629,seal,noun,c1,/si?l/,/si?l/,印章，封条（盖在文件上以证明其真实性并带有特定机构权威的标志）,"an official design or mark, stamped on a document to show that it is real and carries the authority of a particular person or organization",The letter bore the president's seal.
4630,seal,verb,c1,/si?l/,/si?l/,密封（通过粘住开口边缘来关闭信封等）,"to close an envelope, etc. by sticking the edges of the opening together",Make sure you've signed the cheque before sealing the envelope.
4631,search,noun,a2,/s??t?/,/s??rt?/,搜索，搜寻（尝试寻找某人/某物，尤指通过仔细寻找）,"an attempt to find somebody/something, especially by looking carefully for them/it","search for somebody/something, a long search for the murder weapon"
4632,search,verb,a2,/s??t?/,/s??rt?/,搜寻（仔细寻找某物/某人；或检查特定地点以寻找）,to look carefully for something/somebody; to examine a particular place when looking for something/somebody,"search for something/somebody, She searched in vain for her passport."
4633,season,noun,a2,/?si?zn/,/?si?zn/,季节（一年的四个主要时段之一：春夏秋冬）,"any of the four main periods of the year: spring, summer, autumn and winter",the changing seasons
4634,seat,noun,a2,/si?t/,/si?t/,座位（可以坐的地方，如椅子）,"a place where you can sit, for example a chair",She sat back in her seat.
4635,seat,verb,b2,/si?t/,/si?t/,就座（给某人安排座位；在某处坐下）,to give somebody a place to sit; to sit down in a place,"Please wait to be seated (= in a restaurant, etc.)."
4636,second,adverb,a2,/?sek?nd/,/?sek?nd/,第二地（在顺序或重要性上排在另一人/物之后）,after one other person or thing in order or importance,She came second in the marathon.
4637,second,determiner,a1,/?sek?nd/,/?sek?nd/,第二个（在类似事物或人的系列中紧随第一个之后的；2nd）,happening or coming next after the first in a series of similar things or people; 2nd,This is the second time it's happened.
4638,second,noun,a1,/?sek?nd/,/?sek?nd/,秒（时间测量单位，一分钟等于60秒）,a unit for measuring time. There are 60 seconds in one minute.,"in… seconds, She can run 100 metres in just over 11 seconds."
4639,second,ordinal number,a1,/?sek?nd/,/?sek?nd/,第二个（在类似事物或人的系列中紧随第一个之后的；2nd）,happening or coming next after the first in a series of similar things or people; 2nd,This is the second time it's happened.
4640,secondary,adjective,b1,/?sek?ndri/,/?sek?nderi/,中学的（与11-18岁儿童教学相关的）,connected with teaching children of 11–18 years,secondary teachers
4641,secondly,adverb,a2,/?sek?ndli/,/?sek?ndli/,其次（用于引入演说或文章要点列表中的第二项）,used to introduce the second of a list of points you want to make in a speech or piece of writing,"Firstly, it's expensive, and secondly, it's too slow."
4642,secret,adjective,a2,/?si?kr?t/,/?si?kr?t/,秘密的（仅被少数人知晓的；对他人隐藏的）,known about by only a few people; kept hidden from others,secret information/meetings/talks
4643,secret,noun,a2,/?si?kr?t/,/?si?kr?t/,秘密（仅被少数人知晓且不告知他人的事情）,something that is known about by only a few people and not told to others,Can you keep a secret?
4644,secretary,noun,a2,/?sekr?tri/,/?sekr?teri/,秘书（在办公室为他人工作、处理邮件电话、记录和安排会议等的人）,"a person who works in an office, working for another person, dealing with mail and phone calls, keeping records, arranging meetings with people, etc.",a legal/medical secretary
4645,section,noun,a1,/?sek?n/,/?sek?n/,部分（事物划分出的任何一个部分）,any of the parts into which something is divided,"section of something, That section of the road is still closed."
4646,sector,noun,b2,/?sekt?(r)/,/?sekt?r/,部门（活动领域的一部分，尤指国家经济的部门）,"a part of an area of activity, especially of a country’s economy",the service/banking/manufacturing/financial sector
4647,secular,adjective,c1,/?sekj?l?(r)/,/?sekj?l?r/,世俗的（与精神或宗教事务无关的）,not connected with spiritual or religious matters,secular music
4648,secure,adjective,b2,/s??kj??(r)/,/s??kj?r/,安全的，稳固的（很可能长期持续或成功的）,likely to continue or be successful for a long time,a secure job/income
4649,secure,verb,b2,/s??kj??(r)/,/s??kj?r/,获得（获得或实现某事，尤指通过大量努力）,"to obtain or achieve something, especially when this means using a lot of effort","secure something, to secure a contract/deal/funding"
4650,security,noun,b1,/s??kj??r?ti/,/s??kj?r?ti/,安全（保护国家、建筑或人免受攻击、危险等的活动）,"the activities involved in protecting a country, building or person against attack, danger, etc.",national/homeland security (= the defence of a country)
4651,see,verb,a1,/si?/,/si?/,看见（利用眼睛察觉到某人/某物）,to become aware of somebody/something by using your eyes,"see somebody/something, She looked for him but couldn't see him in the crowd."
4652,seed,noun,b1,/si?d/,/si?d/,种子（由植物产出的能长成新植株的微小硬块）,"the small hard part produced by a plant, from which a new plant can grow",a packet of wild flower seeds
4653,seek,verb,b2,/si?k/,/si?k/,寻找，寻求（寻找某物/某人）,to look for something/somebody,"seek something/somebody, Drivers are advised to seek alternative routes."
4654,seeker,noun,b2,/?si?k?(r)/,/?si?k?r/,寻找者（尝试寻找或获得所提到的事物的人）,a person who is trying to find or get the thing mentioned,an attention/a publicity seeker
4655,seem,linking verb,a2,/si?m/,/si?m/,似乎（给出作为或正在做某事的印象）,to give the impression of being or doing something,"+ adj., You seem happy."
4656,seemingly,adverb,c1,/?si?m??li/,/?si?m??li/,表面上（以看似真实但实际可能并非如此的方式）,in a way that appears to be true but may in fact not be,a seemingly stupid question
4657,segment,noun,c1,/?seɡm?nt/,/?seɡm?nt/,部分，段（事物中与其他部分分开或可被单独考虑的一部分）,a part of something that is separate from the other parts or can be considered separately,She cleaned a small segment of the painting.
4658,seize,verb,c1,/si?z/,/si?z/,夺取（突然用力将某人/某物抓在手中）,to take somebody/something in your hand suddenly and using force,"seize something from somebody, She tried to seize the gun from him."
4659,seldom,adverb,c1,/?seld?m/,/?seld?m/,很少，不常（不经常）,not often,He had seldom seen a child with so much talent.
4660,select,verb,b2,/s??lekt/,/s??lekt/,选择（通常根据某种体系从一群人或物中挑选）,"to choose somebody/something from a group of people or things, usually according to a system","select somebody/something for something, He hasn't been selected for the team."
4661,selection,noun,b2,/s??lek?n/,/s??lek?n/,选择（通常根据某种体系从一群人或物中挑选的过程）,"the process of choosing somebody/something from a group of people or things, usually according to a system",She took a long time to make her selection.
4662,selective,adjective,c1,/s??lekt?v/,/s??lekt?v/,选择性的（仅影响或涉及大群体中少数人或物的）,affecting or involving only a small number of people or things from a larger group,the selective breeding of cattle
4663,self,noun,b2,/self/,/self/,自我（你作为人的类型，尤指你通常的表现、外貌或感觉）,"the type of person you are, especially the way you normally behave, look or feel",You'll soon be feeling your old self again (= feeling well or happy again).
4664,sell,verb,a1,/sel/,/sel/,卖（给某人某物以换取金钱）,to give something to somebody in exchange for money,"sell (something), I recently sold my bike. "
4665,seminar,noun,b2,/?sem?nɑ?(r)/,/?sem?nɑ?r/,研讨会（大学中师生就特定主题进行讨论或研究的课程）,a class at a university or college when a small group of students and a teacher discuss or study a particular topic,Teaching is by lectures and seminars.
4666,senator,noun,c1,/?sen?t?(r)/,/?sen?t?r/,参议员（参议院的成员）,a member of a senate,Senator McCarthy
4667,send,verb,a1,/send/,/send/,发送（使某物移动或被带到某处，尤指通过邮政、电邮等）,"to make something go or be taken to a place, especially by post, email, radio, etc.","send something, She sent a letter of support."
4668,senior,adjective,b2,/?si?ni?(r)/,/?si?ni?r/,高级的，资深的（职级或地位高的；比他人职级更高的）,high in rank or status; higher in rank or status than others,a senior official/officer/manager/executive
4669,sensation,noun,c1,/sen?se??n/,/sen?se??n/,感觉（当某物影响身体时产生的感觉）,a feeling that you get when something affects your body,a tingling/burning sensation 
4670,sense,noun,a2,/sens/,/sens/,感觉，感官（对某事的理解；判断某事的能力）,an understanding about something; an ability to judge something,One of the most important things in a partner is a sense of humour (= the ability to find things funny or make people laugh).
4671,sense,verb,b2,/sens/,/sens/,感觉到（察觉到某事，尽管无法直接看见或听到）,"to become aware of something even though you cannot see it, hear it, etc.","sense something, Sensing danger, they started to run."
4672,sensible,adjective,b1,/?sens?bl/,/?sens?bl/,明智的（能基于理智而非情感做出良好判断的；务实的）,able to make good judgements based on reason and experience rather than emotion; practical,She's a sensible sort of person.
4673,sensitive,adjective,b2,/?sens?t?v/,/?sens?t?v/,敏感的（察觉到并能理解他人及其感受的）,aware of and able to understand other people and their feelings,a sensitive and caring man
4674,sensitivity,noun,c1,/?sens??t?v?ti/,/?sens??t?v?ti/,敏感性（理解他人感受的能力）,the ability to understand other people’s feelings,sensitivity to the needs of children
4675,sentence,noun,a1,/?sent?ns/,/?sent?ns/,句子（表达陈述、疑问或命令的一组词，通常含主谓语）,"a set of words expressing a statement, a question or an order, usually containing a subject and a verb. In written English sentences begin with a capital letter and end with a full stop/period (.), a question mark (?) or an exclamation mark (!).",Does the sentence contain an adverb?
4676,sentence,verb,b2,/?sent?ns/,/?sent?ns/,判决（在法庭上正式宣布某人应受的特定惩罚）,to say officially in court that somebody is to receive a particular punishment,"sentence somebody to something, He sentenced the defendant to life in prison."
4677,sentiment,noun,c1,/?sent?m?nt/,/?sent?m?nt/,情感，情绪（感觉或观点，尤指基于情感的）,"a feeling or an opinion, especially one based on emotions",the spread of nationalist sentiments
4678,separate,adjective,a2,/?sepr?t/,/?sepr?t/,分开的（单独成一个单元的；未连接的）,forming a unit by itself; not joined to something else,They have begun to sleep in separate rooms.
4679,separate,verb,b1,/?sep?re?t/,/?sep?re?t/,分开（划分为不同的部分或群体）,to divide into different parts or groups; to divide things into different parts or groups,Stir the sauce constantly so that it does not separate.
4680,separation,noun,c1,/?sep??re??n/,/?sep??re??n/,分开，分离（将人或物分开的行为；分开的状态）,the act of separating people or things; the state of being separate,"separation from somebody/something, the state’s eventual separation from the federation"
4681,September,noun,a1,/sep?temb?(r)/,/sep?temb?r/,九月（一年中的第九个月）,"the 9th month of the year, between August and October",She was born in September.
4682,sequence,noun,b2,/?si?kw?ns/,/?si?kw?ns/,顺序，序列（具有特定顺序并导致特定结果的一组事件、数字等）,"a set of events, actions, numbers, etc. which have a particular order and which lead to a particular result",He described the sequence of events leading up to the robbery.
4683,serial,adjective,c1,/?s??ri?l/,/?s?ri?l/,连环的（多次以相同方式做相同事情的）,doing the same thing in the same way several times; done in the same way several times,a serial rapist
4684,series,noun,a2,/?s??ri?z/,/?s?ri?z/,系列，丛书（涉及相同主题或具有相同人物的一套节目或出版物）,a set of television or radio programmes or podcasts that deal with the same subject or that have the same characters,The first episode of the new series is on Saturday.
4685,serious,adjective,a2,/?s??ri?s/,/?s?ri?s/,严重的（坏的或危险的）,bad or dangerous,a serious illness/offence/crime
4686,seriously,adverb,b1,/?s??ri?sli/,/?s?ri?sli/,严重地（以严重的方式）,in a serious way,to be seriously ill/injured/wounded/hurt
4687,servant,noun,b1,/?s??v?nt/,/?s??rv?nt/,仆人（在他人雇主家中为其做饭、打扫等工作的人）,"a person who works in another person’s house, and cooks, cleans, etc. for them",a domestic servant
4688,serve,verb,a2,/s??v/,/s??rv/,供应，端上（给某人食物或饮料，例如在餐厅或用餐时）,"to give somebody food or drink, for example at a restaurant or during a meal","serve (something), Breakfast is served between 7 and 10 a.m."
4689,service,noun,a2,/?s??v?s/,/?s??rv?s/,服务，公共事业（由政府或私企组织的满足公众需求的系统）,"a system that provides something that the public needs, organized by the government or a private company",the ambulance/bus/postal service
4690,session,noun,b2,/?se?n/,/?se?n/,会议，时间段（花费在进行特定活动上的一段时间）,a period of time that is spent doing a particular activity,a training/practice session
4691,set,noun,b1,/set/,/set/,一套，一组（以某种方式属于一类的类似事物的组合）,a group of similar things that belong together in some way,a set of six chairs
4692,set,verb,b1,/set/,/set/,放置，安排（准备或安排某物使其就绪或到位）,to prepare or arrange something so that it is ready for use or in position,"set something, Have you set the alarm clock?"
4693,set-up,noun,c1,/?set ?p/,/?set ?p/,组织结构，体制（组织某事的方式；一个系统）,a way of organizing something; a system,I've only been here a couple of weeks and I don't really know the set-up.
4694,setting,noun,b1,/?set??/,/?set??/,背景，环境（某物所在的环境；某事发生的地点）,an environment where something is located; the place at which something happens,a rural/an ideal/a beautiful/an idyllic setting
4695,settle,verb,b2,/?setl/,/?setl/,解决（结束争论或分歧）,to put an end to an argument or a disagreement,"settle something, to settle a dispute/a matter/an issue"
4696,settlement,noun,c1,/?setlm?nt/,/?setlm?nt/,解决，协议（结束人或群体间争论的正式协议）,an official agreement that ends an argument between two people or groups,to negotiate a peace settlement
4697,settler,noun,b2,/?setl?(r)/,/?setl?r/,移居者（前往新国家或地区定居的人）,a person who goes to live in a new country or region,Most of the settlers came from England.
4698,seven,number,a1,/?sevn/,/?sevn/,七（数字7）,7,There are seven cookies left.
4699,seventeen,number,a1,/?sevn?ti?n/,/?sevn?ti?n/,十七（数字17）,,
4700,seventy,number,a1,/?sevnti/,/?sevnti/,七十（数字70）,,
4701,several,determiner,a2,/?sevr?l/,/?sevr?l/,几个，若干（多于两个但不是很多）,more than two but not very many,Several letters arrived this morning.
4702,several,pronoun,a2,/?sevr?l/,/?sevr?l/,几个，若干（多于两个但不是很多）,more than two but not very many,Several letters arrived this morning.
4703,severe,adjective,b2,/s??v??(r)/,/s??v?r/,严重的，严厉的（极其糟糕或严重的）,extremely bad or serious,His injuries are severe.
4704,severely,adverb,b2,/s??v??li/,/s??v?rli/,严重地，严厉地（非常糟糕或严重地）,very badly or seriously,severely injured
4705,sex,noun,b1,/seks/,/seks/,性别（男性或女性的状态）,the state of being male or female,How can you tell what sex a fish is?
4706,sexual,adjective,b1,/?sek?u?l/,/?sek?u?l/,性的（与性活动相关的）,connected with the physical activity of sex,sexual behaviour/activity/desire
4707,sexuality,noun,c1,/?sek?u??l?ti/,/?sek?u??l?ti/,性取向，性征（与人的性欲相关的感觉和活动）,the feelings and activities connected with a person’s sexual desires,He was confused about his sexuality.
4708,sexy,adjective,b2,/?seksi/,/?seksi/,性感的（具有性吸引力的）,sexually attractive,the sexy lead singer
4709,shade,noun,b2,/?e?d/,/?e?d/,阴凉处（因阳光照不到而在物体下方或后面形成的阴暗凉爽区域）,"an area that is dark and cool under or behind something, for example a tree or building, because the sun’s light does not get to it","shade of something, The shade of the pine tree provided some protection from the sun."
4710,shadow,noun,b2,/???d??/,/???d??/,影子（光线被物体遮挡而在表面形成的暗影）,"the dark shape that somebody/something’s form makes on a surface, for example on the ground, when they are between the light and the surface","The children were having fun, chasing each other's shadows."
4711,shake,noun,b1,/?e?k/,/?e?k/,摇动（摇晃某人/某物的动作）,an act of shaking somebody/something,She gave him a shake to wake him.
4712,shake,verb,a2,/?e?k/,/?e?k/,摇晃（以短促快速的动作左右或上下移动某人/某物）,to move or make somebody/something move with short quick movements from side to side or up and down,The whole house shakes when a train goes past.
4713,shall,modal verb,a2,/??l/,/??l/,（助动词）将要（与I和we连用，用于谈论或预测未来）,used with I and we for talking about or predicting the future,This time next week I shall be in Scotland.
4714,shallow,adjective,b2,/???l??/,/???l??/,浅的（顶部或表面到底部距离不大的）,not having much distance between the top or surface and the bottom,a shallow dish/pan/bowl
4715,shame,noun,b2,/?e?m/,/?e?m/,遗憾（用于表示某事令人难过或失望）,used to say that something is a cause for feeling sad or disappointed,"She's retiring because of ill health, which is a great shame."
4716,shape,noun,a2,/?e?p/,/?e?p/,形状（物体的外缘或表面的形式；特定形式的示例）,the form of the outer edges or surfaces of something; an example of something that has a particular form,a rectangular/spherical/cylindrical shape
4717,shape,verb,b2,/?e?p/,/?e?p/,使成形（将某物做成特定的形状）,to make something into a particular shape,"shape A into B, Shape the dough into a ball."
4718,shaped,adjective,b2,/?e?pt/,/?e?pt/,...形状的（具有所提到的形状类型的）,having the type of shape mentioned,a huge balloon shaped like a giant cow
4719,share,noun,b1,/?e?(r)/,/?er/,份额（两人或多人间分配的事物的一份）,one part of something that is divided between two or more people,"share of something, Next year we hope to have a greater share of the market."
4720,share,verb,a1,/?e?(r)/,/?er/,分享，共有（与他人同时拥有、使用或体验某事）,"to have, use or experience something at the same time as somebody else",There isn't an empty table. Would you mind sharing?
4721,shareholder,noun,c1,/??e?h??ld?(r)/,/??erh??ld?r/,股东（公司或企业的股份拥有者）,an owner of shares in a company or business,the major shareholders in the company
4722,sharp,adjective,b1,/?ɑ?p/,/?ɑ?rp/,锋利的（有细薄边缘或尖端的，尤指能切割或刺穿的）,"having a fine edge or point, especially of something that can cut or make a hole in something",a sharp knife
4723,shatter,verb,c1,/???t?(r)/,/???t?r/,破碎，震碎（突然破碎成小片；使之破碎）,to suddenly break into small pieces; to make something suddenly break into small pieces,"shatter (into something), He dropped the vase and it shattered into pieces on the floor."
4724,she,pronoun,a1,/?i/,/?i/,她（代指已提到或易识别的女性或雌性动物）,a female person or animal that has already been mentioned or is easily identified,‘What does your sister do?’ ‘She's a dentist.’
4725,shed,verb,c1,/?ed/,/?ed/,摆脱，裁减（去掉不再想要的东西，如裁减职位）,to get rid of something that is no longer wanted,The factory is shedding a large number of jobs.
4726,sheep,noun,a1,/?i?p/,/?i?p/,羊（农场饲养的产肉或产毛的长毛动物）,"an animal with a thick coat, kept on farms for its meat (called mutton or lamb) or its wool",a flock of sheep
4727,sheer,adjective,c1,/???(r)/,/??r/,十足的，纯粹的（用于强调某事物的规模、程度或数量）,"used to emphasize the size, degree or amount of something",The area is under threat from the sheer number of tourists using it.
4728,sheet,noun,a2,/?i?t/,/?i?t/,床单，薄片（床上的大薄布片；或纸张等薄片）,a large piece of thin cloth used on a bed to lie on or lie under,Have you changed the sheets (= put clean sheets on the bed)?
4729,shelf,noun,b1,/?elf/,/?elf/,搁板（固定在墙上或橱柜中用于放置物品的扁平木/金属/玻璃板）,"a flat board, made of wood, metal, glass, etc., fixed to the wall or forming part of a cupboard, bookcase, etc., for things to be placed on",I helped him put up some shelves in his bedroom.
4730,shell,noun,b1,/?el/,/?el/,壳，外壳（蛋、坚果、种子或某些动物的坚硬外部）,"the hard outer part of eggs, nuts, some seeds, and some animals",We collected shells on the beach.
4731,shelter,noun,b2,/??elt?(r)/,/??elt?r/,避难所，住所（基本的居住地；遮风避雨处）,"the fact of having a place to live or stay, considered as a basic human need","Human beings need food, clothing and shelter."
